year_month,month_start,year,quarter,month_number,month_name,store_id,store_name,store_city,store_location,product_id,product_name,product_category,transactions,units_sold,revenue,cogs,gross_profit
2022-01,2022-01-05,2022,1,1,January,10,Maven Toys Campeche 1,Campeche,Downtown,9,Dino Egg,Toys,72,117,1285.83,1168.83,117.0
2022-01,2022-01-06,2022,1,1,January,10,Maven Toys Campeche 1,Campeche,Downtown,10,Dinosaur Figures,Toys,27,59,884.41,648.41,236.0
2022-01,2022-01-05,2022,1,1,January,10,Maven Toys Campeche 1,Campeche,Downtown,14,Glass Marbles,Games,11,28,307.72,167.72,140.0
2022-01,2022-01-05,2022,1,1,January,10,Maven Toys Campeche 1,Campeche,Downtown,17,Kids Makeup Kit,Art & Crafts,10,14,279.86,195.86,84.0
2022-01,2022-01-27,2022,1,1,January,10,Maven Toys Campeche 1,Campeche,Downtown,20,Mini Basketball Hoop,Sports & Outdoors,19,19,474.81,170.81,304.0
2022-01,2022-01-02,2022,1,1,January,10,Maven Toys Campeche 1,Campeche,Downtown,21,Mini Ping Pong Set,Sports & Outdoors,47,59,589.41,412.41,177.0
2022-01,2022-01-14,2022,1,1,January,10,Maven Toys Campeche 1,Campeche,Downtown,24,Nerf Gun,Sports & Outdoors,16,16,319.84,239.84,80.0
2022-01,2022-01-05,2022,1,1,January,10,Maven Toys Campeche 1,Campeche,Downtown,25,PlayDoh Can,Art & Crafts,34,34,101.66,67.66,34.0
2022-01,2022-01-13,2022,1,1,January,10,Maven Toys Campeche 1,Campeche,Downtown,30,Rubik's Cube,Games,4,4,79.96,71.96,8.0
2022-01,2022-01-08,2022,1,1,January,10,Maven Toys Campeche 1,Campeche,Downtown,31,Splash Balls,Sports & Outdoors,15,15,134.85,119.85,15.0
2022-01,2022-01-07,2022,1,1,January,10,Maven Toys Campeche 1,Campeche,Downtown,34,Toy Robot,Electronics,12,12,311.88,251.88,60.0
2022-01,2022-01-01,2022,1,1,January,10,Maven Toys Campeche 1,Campeche,Downtown,35,Uno Card Game,Games,20,20,159.8,79.8,80.0
2022-01,2022-01-04,2022,1,1,January,11,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,1,Action Figure,Toys,100,119,1902.81,1188.81,714.0
2022-01,2022-01-06,2022,1,1,January,11,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,2,Animal Figures,Toys,15,39,506.61,389.61,117.0
2022-01,2022-01-03,2022,1,1,January,11,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,6,Colorbuds,Electronics,88,160,2398.4,1118.4,1280.0
2022-01,2022-01-08,2022,1,1,January,11,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,7,Dart Gun,Sports & Outdoors,23,33,527.67,395.67,132.0
2022-01,2022-01-20,2022,1,1,January,11,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,8,Deck Of Cards,Games,36,68,475.32,271.32,204.0
2022-01,2022-01-06,2022,1,1,January,11,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,9,Dino Egg,Toys,52,52,571.48,519.48,52.0
2022-01,2022-01-14,2022,1,1,January,11,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,10,Dinosaur Figures,Toys,23,23,344.77,252.77,92.0
2022-01,2022-01-17,2022,1,1,January,11,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,14,Glass Marbles,Games,34,34,373.66,203.66,170.0
2022-01,2022-01-21,2022,1,1,January,11,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,17,Kids Makeup Kit,Art & Crafts,14,18,359.82,251.82,108.0
2022-01,2022-01-03,2022,1,1,January,11,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,18,Lego Bricks,Toys,31,31,1239.69,1084.69,155.0
2022-01,2022-01-29,2022,1,1,January,11,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,21,Mini Ping Pong Set,Sports & Outdoors,13,13,129.87,90.87,39.0
2022-01,2022-01-06,2022,1,1,January,11,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,24,Nerf Gun,Sports & Outdoors,28,28,559.72,419.72,140.0
2022-01,2022-01-08,2022,1,1,January,11,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,25,PlayDoh Can,Art & Crafts,17,40,119.6,79.6,40.0
2022-01,2022-01-05,2022,1,1,January,11,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,27,PlayDoh Toolkit,Art & Crafts,35,35,174.65,139.65,35.0
2022-01,2022-01-21,2022,1,1,January,11,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,30,Rubik's Cube,Games,15,15,299.85,269.85,30.0
2022-01,2022-01-01,2022,1,1,January,11,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,31,Splash Balls,Sports & Outdoors,41,41,368.59,327.59,41.0
2022-01,2022-01-11,2022,1,1,January,11,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,33,Teddy Bear,Toys,4,4,51.96,43.96,8.0
2022-01,2022-01-11,2022,1,1,January,11,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,34,Toy Robot,Electronics,10,10,259.9,209.9,50.0
2022-01,2022-01-02,2022,1,1,January,12,Maven Toys Chetumal 1,Chetumal,Downtown,1,Action Figure,Toys,116,116,1854.84,1158.84,696.0
2022-01,2022-01-15,2022,1,1,January,12,Maven Toys Chetumal 1,Chetumal,Downtown,2,Animal Figures,Toys,37,65,844.35,649.35,195.0
2022-01,2022-01-07,2022,1,1,January,12,Maven Toys Chetumal 1,Chetumal,Downtown,4,Chutes & Ladders,Games,3,3,38.97,29.97,9.0
2022-01,2022-01-19,2022,1,1,January,12,Maven Toys Chetumal 1,Chetumal,Downtown,5,Classic Dominoes,Games,21,21,209.79,167.79,42.0
2022-01,2022-01-01,2022,1,1,January,12,Maven Toys Chetumal 1,Chetumal,Downtown,6,Colorbuds,Electronics,75,175,2623.25,1223.25,1400.0
2022-01,2022-01-01,2022,1,1,January,12,Maven Toys Chetumal 1,Chetumal,Downtown,7,Dart Gun,Sports & Outdoors,59,59,943.41,707.41,236.0
2022-01,2022-01-01,2022,1,1,January,12,Maven Toys Chetumal 1,Chetumal,Downtown,8,Deck Of Cards,Games,65,78,545.22,311.22,234.0
2022-01,2022-01-15,2022,1,1,January,12,Maven Toys Chetumal 1,Chetumal,Downtown,9,Dino Egg,Toys,53,53,582.47,529.47,53.0
2022-01,2022-01-25,2022,1,1,January,12,Maven Toys Chetumal 1,Chetumal,Downtown,10,Dinosaur Figures,Toys,11,11,164.89,120.89,44.0
2022-01,2022-01-06,2022,1,1,January,12,Maven Toys Chetumal 1,Chetumal,Downtown,14,Glass Marbles,Games,5,14,153.86,83.86,70.0
2022-01,2022-01-08,2022,1,1,January,12,Maven Toys Chetumal 1,Chetumal,Downtown,17,Kids Makeup Kit,Art & Crafts,13,13,259.87,181.87,78.0
2022-01,2022-01-22,2022,1,1,January,12,Maven Toys Chetumal 1,Chetumal,Downtown,18,Lego Bricks,Toys,16,16,639.84,559.84,80.0
2022-01,2022-01-13,2022,1,1,January,12,Maven Toys Chetumal 1,Chetumal,Downtown,21,Mini Ping Pong Set,Sports & Outdoors,21,21,209.79,146.79,63.0
2022-01,2022-01-29,2022,1,1,January,12,Maven Toys Chetumal 1,Chetumal,Downtown,24,Nerf Gun,Sports & Outdoors,19,19,379.81,284.81,95.0
2022-01,2022-01-02,2022,1,1,January,12,Maven Toys Chetumal 1,Chetumal,Downtown,30,Rubik's Cube,Games,30,47,939.53,845.53,94.0
2022-01,2022-01-06,2022,1,1,January,12,Maven Toys Chetumal 1,Chetumal,Downtown,33,Teddy Bear,Toys,5,5,64.95,54.95,10.0
2022-01,2022-01-09,2022,1,1,January,13,Maven Toys Mexicali 2,Mexicali,Downtown,1,Action Figure,Toys,59,59,943.41,589.41,354.0
2022-01,2022-01-03,2022,1,1,January,13,Maven Toys Mexicali 2,Mexicali,Downtown,2,Animal Figures,Toys,22,22,285.78,219.78,66.0
2022-01,2022-01-01,2022,1,1,January,13,Maven Toys Mexicali 2,Mexicali,Downtown,6,Colorbuds,Electronics,153,204,3057.96,1425.96,1632.0
2022-01,2022-01-24,2022,1,1,January,13,Maven Toys Mexicali 2,Mexicali,Downtown,7,Dart Gun,Sports & Outdoors,13,34,543.66,407.66,136.0
2022-01,2022-01-05,2022,1,1,January,13,Maven Toys Mexicali 2,Mexicali,Downtown,8,Deck Of Cards,Games,74,97,678.03,387.03,291.0
2022-01,2022-01-06,2022,1,1,January,13,Maven Toys Mexicali 2,Mexicali,Downtown,9,Dino Egg,Toys,78,105,1153.95,1048.95,105.0
2022-01,2022-01-02,2022,1,1,January,13,Maven Toys Mexicali 2,Mexicali,Downtown,10,Dinosaur Figures,Toys,23,23,344.77,252.77,92.0
2022-01,2022-01-07,2022,1,1,January,13,Maven Toys Mexicali 2,Mexicali,Downtown,14,Glass Marbles,Games,11,11,120.89,65.89,55.0
2022-01,2022-01-25,2022,1,1,January,13,Maven Toys Mexicali 2,Mexicali,Downtown,17,Kids Makeup Kit,Art & Crafts,27,27,539.73,377.73,162.0
2022-01,2022-01-05,2022,1,1,January,13,Maven Toys Mexicali 2,Mexicali,Downtown,18,Lego Bricks,Toys,33,48,1919.52,1679.52,240.0
2022-01,2022-01-02,2022,1,1,January,13,Maven Toys Mexicali 2,Mexicali,Downtown,24,Nerf Gun,Sports & Outdoors,12,12,239.88,179.88,60.0
2022-01,2022-01-06,2022,1,1,January,13,Maven Toys Mexicali 2,Mexicali,Downtown,25,PlayDoh Can,Art & Crafts,2,6,17.94,11.94,6.0
2022-01,2022-01-15,2022,1,1,January,13,Maven Toys Mexicali 2,Mexicali,Downtown,27,PlayDoh Toolkit,Art & Crafts,20,20,99.8,79.8,20.0
2022-01,2022-01-04,2022,1,1,January,13,Maven Toys Mexicali 2,Mexicali,Downtown,30,Rubik's Cube,Games,31,31,619.69,557.69,62.0
2022-01,2022-01-03,2022,1,1,January,13,Maven Toys Mexicali 2,Mexicali,Downtown,31,Splash Balls,Sports & Outdoors,41,41,368.59,327.59,41.0
2022-01,2022-01-25,2022,1,1,January,13,Maven Toys Mexicali 2,Mexicali,Downtown,34,Toy Robot,Electronics,37,37,961.63,776.63,185.0
2022-01,2022-01-06,2022,1,1,January,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,1,Action Figure,Toys,56,56,895.44,559.44,336.0
2022-01,2022-01-02,2022,1,1,January,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,2,Animal Figures,Toys,113,153,1987.47,1528.47,459.0
2022-01,2022-01-01,2022,1,1,January,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,6,Colorbuds,Electronics,126,126,1888.74,880.74,1008.0
2022-01,2022-01-02,2022,1,1,January,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,7,Dart Gun,Sports & Outdoors,46,88,1407.12,1055.12,352.0
2022-01,2022-01-02,2022,1,1,January,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,8,Deck Of Cards,Games,94,127,887.73,506.73,381.0
2022-01,2022-01-06,2022,1,1,January,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,9,Dino Egg,Toys,107,128,1406.72,1278.72,128.0
2022-01,2022-01-15,2022,1,1,January,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,10,Dinosaur Figures,Toys,13,29,434.71,318.71,116.0
2022-01,2022-01-02,2022,1,1,January,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,14,Glass Marbles,Games,27,46,505.54,275.54,230.0
2022-01,2022-01-06,2022,1,1,January,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,17,Kids Makeup Kit,Art & Crafts,47,63,1259.37,881.37,378.0
2022-01,2022-01-13,2022,1,1,January,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,18,Lego Bricks,Toys,31,55,2199.45,1924.45,275.0
2022-01,2022-01-08,2022,1,1,January,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,24,Nerf Gun,Sports & Outdoors,47,47,939.53,704.53,235.0
2022-01,2022-01-21,2022,1,1,January,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,25,PlayDoh Can,Art & Crafts,63,85,254.15,169.15,85.0
2022-01,2022-01-01,2022,1,1,January,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,30,Rubik's Cube,Games,65,84,1679.16,1511.16,168.0
2022-01,2022-01-08,2022,1,1,January,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,31,Splash Balls,Sports & Outdoors,11,11,98.89,87.89,11.0
2022-01,2022-01-05,2022,1,1,January,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,1,Action Figure,Toys,40,74,1183.26,739.26,444.0
2022-01,2022-01-03,2022,1,1,January,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,2,Animal Figures,Toys,19,19,246.81,189.81,57.0
2022-01,2022-01-08,2022,1,1,January,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,6,Colorbuds,Electronics,110,141,2113.59,985.59,1128.0
2022-01,2022-01-16,2022,1,1,January,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,7,Dart Gun,Sports & Outdoors,12,12,191.88,143.88,48.0
2022-01,2022-01-07,2022,1,1,January,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,8,Deck Of Cards,Games,46,62,433.38,247.38,186.0
2022-01,2022-01-06,2022,1,1,January,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,9,Dino Egg,Toys,36,74,813.26,739.26,74.0
2022-01,2022-01-06,2022,1,1,January,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,10,Dinosaur Figures,Toys,32,32,479.68,351.68,128.0
2022-01,2022-01-17,2022,1,1,January,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,14,Glass Marbles,Games,7,7,76.93,41.93,35.0
2022-01,2022-01-12,2022,1,1,January,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,17,Kids Makeup Kit,Art & Crafts,7,7,139.93,97.93,42.0
2022-01,2022-01-03,2022,1,1,January,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,18,Lego Bricks,Toys,10,10,399.9,349.9,50.0
2022-01,2022-01-20,2022,1,1,January,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,21,Mini Ping Pong Set,Sports & Outdoors,18,36,359.64,251.64,108.0
2022-01,2022-01-10,2022,1,1,January,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,24,Nerf Gun,Sports & Outdoors,39,39,779.61,584.61,195.0
2022-01,2022-01-15,2022,1,1,January,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,25,PlayDoh Can,Art & Crafts,2,5,14.95,9.95,5.0
2022-01,2022-01-05,2022,1,1,January,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,27,PlayDoh Toolkit,Art & Crafts,48,70,349.3,279.3,70.0
2022-01,2022-01-08,2022,1,1,January,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,30,Rubik's Cube,Games,24,39,779.61,701.61,78.0
2022-01,2022-01-12,2022,1,1,January,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,31,Splash Balls,Sports & Outdoors,7,7,62.93,55.93,7.0
2022-01,2022-01-06,2022,1,1,January,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,33,Teddy Bear,Toys,5,5,64.95,54.95,10.0
2022-01,2022-01-20,2022,1,1,January,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,34,Toy Robot,Electronics,16,16,415.84,335.84,80.0
2022-01,2022-01-02,2022,1,1,January,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,1,Action Figure,Toys,72,72,1151.28,719.28,432.0
2022-01,2022-01-07,2022,1,1,January,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2,Animal Figures,Toys,27,27,350.73,269.73,81.0
2022-01,2022-01-20,2022,1,1,January,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,5,Classic Dominoes,Games,3,3,29.97,23.97,6.0
2022-01,2022-01-03,2022,1,1,January,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,6,Colorbuds,Electronics,37,51,764.49,356.49,408.0
2022-01,2022-01-05,2022,1,1,January,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,7,Dart Gun,Sports & Outdoors,19,19,303.81,227.81,76.0
2022-01,2022-01-01,2022,1,1,January,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,8,Deck Of Cards,Games,67,120,838.8,478.8,360.0
2022-01,2022-01-07,2022,1,1,January,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,9,Dino Egg,Toys,92,92,1011.08,919.08,92.0
2022-01,2022-01-16,2022,1,1,January,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,14,Glass Marbles,Games,16,41,450.59,245.59,205.0
2022-01,2022-01-05,2022,1,1,January,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,17,Kids Makeup Kit,Art & Crafts,4,4,79.96,55.96,24.0
2022-01,2022-01-07,2022,1,1,January,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,18,Lego Bricks,Toys,91,91,3639.09,3184.09,455.0
2022-01,2022-01-02,2022,1,1,January,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,21,Mini Ping Pong Set,Sports & Outdoors,17,17,169.83,118.83,51.0
2022-01,2022-01-03,2022,1,1,January,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,22,Monopoly,Games,11,11,219.89,153.89,66.0
2022-01,2022-01-13,2022,1,1,January,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,24,Nerf Gun,Sports & Outdoors,11,11,219.89,164.89,55.0
2022-01,2022-01-08,2022,1,1,January,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,25,PlayDoh Can,Art & Crafts,43,70,209.3,139.3,70.0
2022-01,2022-01-01,2022,1,1,January,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,30,Rubik's Cube,Games,69,69,1379.31,1241.31,138.0
2022-01,2022-01-17,2022,1,1,January,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,31,Splash Balls,Sports & Outdoors,12,12,107.88,95.88,12.0
2022-01,2022-01-25,2022,1,1,January,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,33,Teddy Bear,Toys,23,23,298.77,252.77,46.0
2022-01,2022-01-14,2022,1,1,January,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,34,Toy Robot,Electronics,3,3,77.97,62.97,15.0
2022-01,2022-01-01,2022,1,1,January,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,35,Uno Card Game,Games,9,9,71.91,35.91,36.0
2022-01,2022-01-02,2022,1,1,January,17,Maven Toys Toluca 1,Toluca,Downtown,1,Action Figure,Toys,66,78,1247.22,779.22,468.0
2022-01,2022-01-08,2022,1,1,January,17,Maven Toys Toluca 1,Toluca,Downtown,2,Animal Figures,Toys,36,36,467.64,359.64,108.0
2022-01,2022-01-02,2022,1,1,January,17,Maven Toys Toluca 1,Toluca,Downtown,6,Colorbuds,Electronics,109,110,1648.9,768.9,880.0
2022-01,2022-01-06,2022,1,1,January,17,Maven Toys Toluca 1,Toluca,Downtown,7,Dart Gun,Sports & Outdoors,35,40,639.6,479.6,160.0
2022-01,2022-01-06,2022,1,1,January,17,Maven Toys Toluca 1,Toluca,Downtown,8,Deck Of Cards,Games,119,140,978.6,558.6,420.0
2022-01,2022-01-01,2022,1,1,January,17,Maven Toys Toluca 1,Toluca,Downtown,9,Dino Egg,Toys,34,38,417.62,379.62,38.0
2022-01,2022-01-12,2022,1,1,January,17,Maven Toys Toluca 1,Toluca,Downtown,14,Glass Marbles,Games,29,46,505.54,275.54,230.0
2022-01,2022-01-02,2022,1,1,January,17,Maven Toys Toluca 1,Toluca,Downtown,17,Kids Makeup Kit,Art & Crafts,107,127,2538.73,1776.73,762.0
2022-01,2022-01-04,2022,1,1,January,17,Maven Toys Toluca 1,Toluca,Downtown,18,Lego Bricks,Toys,42,51,2039.49,1784.49,255.0
2022-01,2022-01-06,2022,1,1,January,17,Maven Toys Toluca 1,Toluca,Downtown,24,Nerf Gun,Sports & Outdoors,34,58,1159.42,869.42,290.0
2022-01,2022-01-02,2022,1,1,January,17,Maven Toys Toluca 1,Toluca,Downtown,25,PlayDoh Can,Art & Crafts,93,162,484.38,322.38,162.0
2022-01,2022-01-14,2022,1,1,January,17,Maven Toys Toluca 1,Toluca,Downtown,27,PlayDoh Toolkit,Art & Crafts,30,30,149.7,119.7,30.0
2022-01,2022-01-03,2022,1,1,January,17,Maven Toys Toluca 1,Toluca,Downtown,30,Rubik's Cube,Games,58,71,1419.29,1277.29,142.0
2022-01,2022-01-03,2022,1,1,January,17,Maven Toys Toluca 1,Toluca,Downtown,31,Splash Balls,Sports & Outdoors,40,40,359.6,319.6,40.0
2022-01,2022-01-13,2022,1,1,January,17,Maven Toys Toluca 1,Toluca,Downtown,33,Teddy Bear,Toys,19,19,246.81,208.81,38.0
2022-01,2022-01-05,2022,1,1,January,17,Maven Toys Toluca 1,Toluca,Downtown,34,Toy Robot,Electronics,8,8,207.92,167.92,40.0
2022-01,2022-01-08,2022,1,1,January,18,Maven Toys Merida 1,Merida,Downtown,1,Action Figure,Toys,58,58,927.42,579.42,348.0
2022-01,2022-01-06,2022,1,1,January,18,Maven Toys Merida 1,Merida,Downtown,2,Animal Figures,Toys,14,14,181.86,139.86,42.0
2022-01,2022-01-08,2022,1,1,January,18,Maven Toys Merida 1,Merida,Downtown,5,Classic Dominoes,Games,17,17,169.83,135.83,34.0
2022-01,2022-01-02,2022,1,1,January,18,Maven Toys Merida 1,Merida,Downtown,6,Colorbuds,Electronics,83,139,2083.61,971.61,1112.0
2022-01,2022-01-07,2022,1,1,January,18,Maven Toys Merida 1,Merida,Downtown,7,Dart Gun,Sports & Outdoors,35,35,559.65,419.65,140.0
2022-01,2022-01-15,2022,1,1,January,18,Maven Toys Merida 1,Merida,Downtown,8,Deck Of Cards,Games,27,45,314.55,179.55,135.0
2022-01,2022-01-07,2022,1,1,January,18,Maven Toys Merida 1,Merida,Downtown,9,Dino Egg,Toys,53,53,582.47,529.47,53.0
2022-01,2022-01-01,2022,1,1,January,18,Maven Toys Merida 1,Merida,Downtown,10,Dinosaur Figures,Toys,25,25,374.75,274.75,100.0
2022-01,2022-01-03,2022,1,1,January,18,Maven Toys Merida 1,Merida,Downtown,14,Glass Marbles,Games,2,2,21.98,11.98,10.0
2022-01,2022-01-03,2022,1,1,January,18,Maven Toys Merida 1,Merida,Downtown,18,Lego Bricks,Toys,30,46,1839.54,1609.54,230.0
2022-01,2022-01-05,2022,1,1,January,18,Maven Toys Merida 1,Merida,Downtown,21,Mini Ping Pong Set,Sports & Outdoors,25,25,249.75,174.75,75.0
2022-01,2022-01-12,2022,1,1,January,18,Maven Toys Merida 1,Merida,Downtown,24,Nerf Gun,Sports & Outdoors,4,4,79.96,59.96,20.0
2022-01,2022-01-11,2022,1,1,January,18,Maven Toys Merida 1,Merida,Downtown,25,PlayDoh Can,Art & Crafts,13,13,38.87,25.87,13.0
2022-01,2022-01-21,2022,1,1,January,18,Maven Toys Merida 1,Merida,Downtown,27,PlayDoh Toolkit,Art & Crafts,9,9,44.91,35.91,9.0
2022-01,2022-01-05,2022,1,1,January,18,Maven Toys Merida 1,Merida,Downtown,30,Rubik's Cube,Games,34,34,679.66,611.66,68.0
2022-01,2022-01-14,2022,1,1,January,18,Maven Toys Merida 1,Merida,Downtown,31,Splash Balls,Sports & Outdoors,15,30,269.7,239.7,30.0
2022-01,2022-01-04,2022,1,1,January,18,Maven Toys Merida 1,Merida,Downtown,34,Toy Robot,Electronics,25,25,649.75,524.75,125.0
2022-01,2022-01-05,2022,1,1,January,19,Maven Toys Puebla 1,Puebla,Commercial,1,Action Figure,Toys,37,37,591.63,369.63,222.0
2022-01,2022-01-01,2022,1,1,January,19,Maven Toys Puebla 1,Puebla,Commercial,2,Animal Figures,Toys,22,22,285.78,219.78,66.0
2022-01,2022-01-13,2022,1,1,January,19,Maven Toys Puebla 1,Puebla,Commercial,5,Classic Dominoes,Games,13,13,129.87,103.87,26.0
2022-01,2022-01-01,2022,1,1,January,19,Maven Toys Puebla 1,Puebla,Commercial,6,Colorbuds,Electronics,86,125,1873.75,873.75,1000.0
2022-01,2022-01-20,2022,1,1,January,19,Maven Toys Puebla 1,Puebla,Commercial,7,Dart Gun,Sports & Outdoors,6,6,95.94,71.94,24.0
2022-01,2022-01-07,2022,1,1,January,19,Maven Toys Puebla 1,Puebla,Commercial,8,Deck Of Cards,Games,69,69,482.31,275.31,207.0
2022-01,2022-01-01,2022,1,1,January,19,Maven Toys Puebla 1,Puebla,Commercial,9,Dino Egg,Toys,59,91,1000.09,909.09,91.0
2022-01,2022-01-15,2022,1,1,January,19,Maven Toys Puebla 1,Puebla,Commercial,14,Glass Marbles,Games,32,55,604.45,329.45,275.0
2022-01,2022-01-28,2022,1,1,January,19,Maven Toys Puebla 1,Puebla,Commercial,17,Kids Makeup Kit,Art & Crafts,9,9,179.91,125.91,54.0
2022-01,2022-01-02,2022,1,1,January,19,Maven Toys Puebla 1,Puebla,Commercial,18,Lego Bricks,Toys,37,37,1479.63,1294.63,185.0
2022-01,2022-01-15,2022,1,1,January,19,Maven Toys Puebla 1,Puebla,Commercial,24,Nerf Gun,Sports & Outdoors,29,29,579.71,434.71,145.0
2022-01,2022-01-27,2022,1,1,January,19,Maven Toys Puebla 1,Puebla,Commercial,25,PlayDoh Can,Art & Crafts,9,9,26.91,17.91,9.0
2022-01,2022-01-02,2022,1,1,January,19,Maven Toys Puebla 1,Puebla,Commercial,27,PlayDoh Toolkit,Art & Crafts,45,75,374.25,299.25,75.0
2022-01,2022-01-01,2022,1,1,January,19,Maven Toys Puebla 1,Puebla,Commercial,30,Rubik's Cube,Games,21,21,419.79,377.79,42.0
2022-01,2022-01-15,2022,1,1,January,19,Maven Toys Puebla 1,Puebla,Commercial,31,Splash Balls,Sports & Outdoors,8,8,71.92,63.92,8.0
2022-01,2022-01-06,2022,1,1,January,20,Maven Toys Zacatecas 1,Zacatecas,Downtown,1,Action Figure,Toys,75,87,1391.13,869.13,522.0
2022-01,2022-01-05,2022,1,1,January,20,Maven Toys Zacatecas 1,Zacatecas,Downtown,2,Animal Figures,Toys,22,22,285.78,219.78,66.0
2022-01,2022-01-05,2022,1,1,January,20,Maven Toys Zacatecas 1,Zacatecas,Downtown,6,Colorbuds,Electronics,35,35,524.65,244.65,280.0
2022-01,2022-01-15,2022,1,1,January,20,Maven Toys Zacatecas 1,Zacatecas,Downtown,7,Dart Gun,Sports & Outdoors,6,15,239.85,179.85,60.0
2022-01,2022-01-12,2022,1,1,January,20,Maven Toys Zacatecas 1,Zacatecas,Downtown,8,Deck Of Cards,Games,7,7,48.93,27.93,21.0
